Date,Tweet,Sentiment
10/25/2021,"What happened after Naresh Goyal and an investment banker hired by #JetAirways approached #SBI for a loan in 2019? 

Read this excerpt from former SBI chairman @rkumar1958’s ‘The Custodian of Trust’ ⤵️
https://t.co/XLCksOh7b6

#Aviation #Books #CustodianOfTrust @TheOfficialSBI",Neutral
10/25/2021,"#MCPersonalFinance: Banks keep coming up with property auctions. Should you bid?

Here's an explainer by @Ashwini2312 on what works well in a property e-auction &amp; the pros and cons ⤵️ https://t.co/ovDkit1hqt

#SBI #BankofBaroda #Banking #Loan @kayezad",Neutral
10/25/2021,"#ICYMI: #SBI to conduct an #eAuction of mortgage properties for both commercial &amp; residential properties today: https://t.co/Cx9PS5qLas

@TheOfficialSBI #Business #Banks #Auction",Neutral
10/25/2021,"What happened after Naresh Goyal and an investment banker hired by #JetAirways approached #SBI for a loan in 2019? An excerpt from former SBI chairman @rkumar1958’s ‘The Custodian of Trust’.

Read:
https://t.co/cEHTH85UMF

#Aviation #Books #CustodianOfTrust @TheOfficialSBI",Neutral
10/24/2021,"What happened after Naresh Goyal and an investment banker hired by Jet Airways approached SBI in 2019? An excerpt from former SBI chairman Rajnish Kumar’s ‘The Custodian of Trust’.

Read more at
https://t.co/cEHTH8nwbf

#airlines #aviation #BookExcerpt #books #SBI #JetAirways",Positive
10/24/2021,"#SBI will conduct an #eAuction of mortgage properties for both commercial &amp; residential properties: https://t.co/YwEHhVd0Ac

@TheOfficialSBI #Business #Banks #Auction #Property",Neutral
10/21/2021,"#TradeSpotlight ⚡️ Here's what Gaurav Sharma of @Globe_Market recommends investors should do with Paras Defence, Bharti Airtel, SBI and Metropolis Healthcare when the market resumes trading today.

https://t.co/eKpKLPqAmc 

#MarketsWithMC #StockMarket #Stocks #StocksToWatch",Neutral
10/19/2021,"In his book titled 'The Custodian of Trust', #RajnishKumar said dealing with the Jet Airways issue was the one of the most difficult assignments that he had faced during his eventful term as the head of SBI.

Here's why ⤵️
https://t.co/nOPzo63Hh0

@TheOfficialSBI @jetairways",Neutral
10/19/2021,"#ICYMI: RBI on Oct 18 imposed a monetary penalty of Rs 1 crore on State Bank of India (SBI) for non-compliance with certain directions.

Read the full story here ⤵️
https://t.co/XS2TtggXP4

@RBI @TheOfficialSBI #RBI #StateBankofIndia #Banking",Positive
10/19/2021,"#MarketsWithMC: Opening Bell 🔔 Sensex opens above 62K for the first time, Nifty near 18,600, HUL, Nestle, SBI in focus.

#StockMarket #Stocks #StocksToWatch #Sensex #Nifty | LIVE: https://t.co/zvcXlzyCPp https://t.co/rhVRuP3FnH",Positive
10/18/2021,"#JustIn: RBI imposed a monetary penalty of Rs 1 crore on State Bank of India (SBI) for non-compliance with certain directions.

Read the full story here ⤵️
https://t.co/TF6Ldyv4GF

@RBI @TheOfficialSBI #RBI #StateBankofIndia #Banking",Positive
10/17/2021,"#MCPersonalFinance: These are the banks and HFCs that offer the lowest interest rates for home loans to non-salaried borrowers, as per 
@BankBazaar

Take a look: 
https://t.co/4NbgK3vycX

#HomeLoan #RBI #SBI",Neutral
10/13/2021,"#ICYMI: #BharatPe announced that the former #SBI head Rajnish Kumar has been appointed the chairman of the board of the recently minted unicorn.

Read at 🔽
https://t.co/ScsgWULACg

@TheOfficialSBI @bharatpeindia #Business",Neutral
10/13/2021,"#MCPersonalFinance: These are the banks and HFCs that offer the lowest interest rates for home loans to non-salaried borrowers, as per @BankBazaar.

Take a look ⬇️
https://t.co/4VH2vK5l5y

#HomeLoan #RBI #SBI",Neutral
10/12/2021,"#BharatPe has announced that the former #SBI head Rajnish Kumar has been appointed the chairman of the board of the recently minted unicorn.

Read at
https://t.co/wZdgvauypu

@TheOfficialSBI @bharatpeindia #Business",Neutral
10/8/2021,"Amitabh Bachchan &amp; Abhishek Bachchan rent out the ground floor of the Vatsa and Ammu bungalows in Juhu to @TheOfficialSBI for 15 years at Rs 18.9 lakh per month.

by @vandanaramnani1 | #RealEstate #Mumbai @SrBachchan @juniorbachchan
https://t.co/Mh0qfUzc1d",Neutral
10/5/2021,"October 1, 2021 - #Srei lenders adjusted around Rs 3,000 crore from Srei Equipment Finance Ltd's cash flows against the loan dues in the last ten months.

Read the full story for more details 👇
https://t.co/XzwJsLYayG

#SreiGroup #NBFC #Banks #SBI #AxisBank",Positive
10/4/2021,"The Indian Navy and SBI introduce SBI’s NAV-eCash Card onboard India’s largest Naval Aircraft Carrier INS Vikramaditya.

#DigitalIndia #DigitalPayments @indiannavy @TheOfficialSBI  

https://t.co/5cBOR5qjrJ",Neutral
9/29/2021,"SBI Card announces the launch of a three-day mega shopping festive offer, starting October 3. Read: https://t.co/sUs15vRm7c

@SBICard_Connect #FestiveOffers #Ecommerce",Neutral
9/27/2021,"FM Nirmala Sitharaman says India needs at least 4-5 banks of a size matching the SBI to meet the growing needs of its #economy.

But can the creation of bigger banks lead to better credit flow? Read: https://t.co/V2ydrhiCs9

by @Dinesh_Unni | #Banking @TheOfficialSBI @nsitharaman",Positive
9/25/2021,"#MCPersonalFinance: SBI Life has rolled out a new term insurance variant. It allows you to increase your cover as you age. Is the policy worth it? 🤔

Here are the details ⬇️
https://t.co/uzaa0zjImW 

✍️@Preeti__Kul |  @SBILife #SBILife #Insurance #Policy @kayezad",Positive
9/24/2021,"#MCProOpinion: Savers in fixed deposits, especially senior citizens, have been hit by low interest rates and high #inflation. An SBI research report argues the govt should give relief to the vulnerable among them.

✍️Abhijit Kumar Dutta | #FDs 
https://t.co/HamQjsIBHn",Negative
9/23/2021,"#MCPersonalFinance: SBI Life has rolled out a new term insurance variant. It allows you to increase your cover as you age. Is the policy worth it? Here are the details. 
https://t.co/X1IgpY26cI 

by @Preeti__Kul | @SBILife #insurance #policy @kayezad",Positive
9/22/2021,".@TheOfficialSBI has introduced first-of-its-kind credit score linked home loans at 6.7 % for its customers for any loan amount. Read more ⏬ 

https://t.co/0HXNei1cGC

#SBI #HomeLoans",Positive
9/20/2021,"Several banks such as SBI, Kotak Mahindra, Bank of Baroda, &amp; PNB have announced low-interest rates for housing loans, &amp; real estate experts say that this is expected to push sales during the festive season.

Read more at
https://t.co/Zaw7QnM1qg 

#Banks #RealEstate #Housing",Positive
9/17/2021,"As SBI announces various festive offers for prospective #homeloan customers, including a credit score-linked home loan starting at 6.70%, realtors believe this could lead to rise in housing demand. 🏡

Read at 👇
https://t.co/0YF7P7msZq

@TheOfficialSBI #SBI #Housing",Positive
9/16/2021,"In a first-of-its-kind initiative, #SBI offers credit score linked #homeloans at just 6.70 %, irrespective of the loan amount. Read https://t.co/PsznUerniI 

@TheOfficialSBI #loans #Banks #Banking",Positive
9/16/2021,"12 entities have bid to acquire debt of distressed thermal power company Coastal Energen from the SBI. Read at https://t.co/jp015h5u6l

by @MehtaSangitaM | @TheOfficialSBI #Banking",Neutral
9/16/2021,"Apart from #VodafoneIdea, @YESBANK, @MyIndusIndBank, @pnbindia and @TheOfficialSBI will also benefit from the cash flow relief to the telco resulting from the 4-year moratorium on dues allowed by the government.

https://t.co/M3UnK2fUQv

 by @PoddarNisha| @VodaIdea_NEWS https://t.co/PRDRsPStqU",Neutral
9/13/2021,"Banks, led by the State Bank of India, have called on the Indian govt to give debt-laden Vodafone Idea more time to clear its tax dues and spectrum fees.

#VodafoneIdea #SBI 

https://t.co/z1ijZB4jfD",Positive
9/6/2021,"Rajnish Kumar, ex-chairman of #SBI, has been appointed as an advisor to the Andhra Pradesh govt, @Dinesh_Unni reports. Read more at: https://t.co/ygl5QciY3j 

#AndhraPradesh @TheOfficialSBI",Positive
9/5/2021,"#MCPersonalFinance: SBI Balanced Advantage and ICICI Prudential Flexicap broke records and amassed the highest inflows seen for open-ended equity schemes.  

But are #investors really all that keen to invest in NFOs? @kayezad decodes: https://t.co/v0D8wxSB1w

#MutualFunds",Positive
9/3/2021,"#SBI today announced that its internet banking, #Yono, #YonoLite, #Yono Business, IMPS, and #UPI will remain unavailable tomorrow due to maintenance work. Read more: https://t.co/sjXgMgrzWN

#YonoSBI @TheOfficialSBI @UPI_NPCI",Positive
9/2/2021,"#AT1 bonds are back in the news with a clutch of banks rushing to raise funds by tapping this market.

Why do banks use these instruments? What are the benefits &amp; risks for investors? Here is a primer 👇

https://t.co/XJ3TVPBukO 

by @Dinesh_Unni | #AxisBank #HDFCBank #RBI #SBI",Neutral
9/2/2021,"SBI Balanced Advantage and ICICI Prudential Flexicap broke records and amassed the highest inflows seen for open-ended equity schemes.  

But are investors really all that keen to invest in NFOs? @kayezad decodes: https://t.co/v0D8wxSB1w

#MutualFunds #Investment",Positive
9/1/2021,"#SBI said it raised Rs 4,000 crore of the Basel- compliant AT1 bonds today. It raised the amount at a coupon rate of 7.72%. Read more at: https://t.co/IPKlZPslEz 

@TheOfficialSBI",Positive
8/30/2021,"Rajnish Kumar, former chairman of #SBI, has been appointed as an independent non-executive director of #HSBC Asian entity. Read at https://t.co/MOWTKpAx9j 

@rkumar1958 @TheOfficialSBI @HSBC",Neutral
8/29/2021,"SBI MF will distribute the sixth tranche of over Rs 2,918 crore to unitholders of #FranklinTempleton Mutual Fund's six shuttered schemes from September 1: 

https://t.co/T8pO3NzVdd 

@SBIMF #mutualfunds",Neutral
8/29/2021,"SBI MF will distribute the sixth tranche of Rs 2,918.50 crore to #FranklinTempleton Mutual Fund unit holders across all six schemes. Know more at https://t.co/GycVtAiUfx 

@SBIMF #SBIMutualFund",Positive
8/27/2021,"India has selected 10 investment banks including @GoldmanSachs, @Citi &amp; SBI Capital Market to handle the IPO of Life Insurance Corp of India in what is set to be the country's biggest-ever #IPO. Read ⤵️ 
https://t.co/0NGItprJeX 

@LICIndiaForever | #Citigroup #GoldmanSachs #LIC",Neutral
8/25/2021,"#MCPersonalFinance: SBI Balanced Advantage Fund is set to record highest ever NFO collection by any mutual fund scheme. Read at: https://t.co/Mbjk3Ao33f 

#SBI @TheOfficialSBI #MutualFund",Neutral
8/24/2021,"SBI recently opened a floating ATM at Dal Lake in Srinagar. 🛶

@TheOfficialSBI #Srinagar #DalLake
https://t.co/e77j70138u",Neutral
8/23/2021,"Are your ambitions of studying overseas hindered by a lack of funds? Here's all  you need to know about the SBI Global Ed-vantage overseas education loan: https://t.co/QKPMveN2c2 

by @PuranikIra @TheOfficialSBI #studyabroad #Education #EducationLoan",Negative
8/22/2021,"The IBA has moved an application to the RBI seeking a licence to set up a Rs 6,000-cr NARCL or bad bank, according to sources. 
NARCL was incorporated last month in Mumbai following the registration with the Registrar of Companies.

https://t.co/y7IOJpoifU 

#badloans #RBI #SBI",Negative
8/20/2021,"Here are 8 ways in which you can create an unbreakable password; https://t.co/vGarvH0rhO

@TheOfficialSBI #CyberSecurity #OnlineSafety",Neutral
8/18/2021,"[Sponsored] CNBC-TV18’s @SumairaAbidi is in conversation with Dinesh Balachandran, Senior Fund Manager, SBI Mutual Fund discussing why investors should add balanced advantage funds to their portfolio. Watch now! @SBIMF https://t.co/RsgkqrpYNJ",Neutral
8/17/2021,"[Sponsored] The SBI Balanced Advantage Fund- NFO closes on August 25. Objective of the fund is to provide investors with an opportunity for long-term capital appreciation from a dynamic mix of equity and debt investments. 
@SBIMF 
https://t.co/UYKwlCZL3D",Neutral
8/16/2021,"#IndependenceDay 🇮🇳  SBI announces an array of offers for its retail loans and deposits. For retail depositors, the Bank is introducing ‘Platinum Term Deposits’ 

Here's all you need to know: https://t.co/HOBMo53eiV

@TheOfficialSBI | #IndependenceDay2021 #IndiaAt75",Positive
8/15/2021,"#IdeasForProfit ⚡️💰 ICICI Prudential, HDFC Life or SBI Life: Which stock will offer more upside? Watch to find out: https://t.co/ODrnQX3Zk9 

@RaoKarunya | #StocksToWatch #StockMarket #Stocks",Positive
8/13/2021,"Terrorists lobbed a grenade at security forces near SBI Bank in Sopore town of Baramulla district in Jammu and Kashmir, today. Read at: https://t.co/7LSdGYBWmx

#Baramulla #JammuAndKashmir",Positive
8/12/2021,"#MCPersonalFinance | SBI Mutual Fund is rolling out a new balanced advantage scheme. Can it replicate the success with its new fund offer? Read: https://t.co/UxlWTfln0p

by @NikhilMW | @SBIMF #Investment #MutualFund",Positive
8/11/2021,"SBI Mutual Fund today announced the launch of SBI Balanced Advantage Fund. Here's all you need to know: https://t.co/t3H7EXWpdL 

@SBIMF #SBIBalancedAdvantageFund #SBIMutualFund #MutualFund",Neutral
8/9/2021,"#IdeasForProfit 💰 ⚡️ ICICI Prudential, HDFC Life or SBI Life: Which stock will offer more upside? Watch to find out: https://t.co/lR3hrrjPQz 

@RaoKarunya | #StocksToWatch #StockMarket #Stocks https://t.co/7DXCJSjv6l",Positive
8/5/2021,"#IdeasForProfit 💡 SBI’s valuation is still low at 0.9 times FY23 estimated core book value. Long-term investors should buy #SBI to gain from the next leg of re-rating. @RaoKarunya tells us why.

#Stocks #Earnings | https://t.co/r5cacXkYNA https://t.co/0bS1uSnA9e",Neutral
8/5/2021,"#MCPro | While receding asset quality woes led to valuation re-rating so far, the strong earnings aided by the economic recovery will drive the future stock performance of SBI, writes @nehadave01.

@TheOfficialSBI | #Earnings #Research 
https://t.co/YPbJMXrOSk",Positive
8/5/2021,"#MarketswithMC | Indices open at fresh record high; Titan, SBI, Vodafone in focus.

LIVE: https://t.co/FP5rGdRsTv | #StockMarket #StockstoWatch https://t.co/qaeRLrKfMA",Positive
8/4/2021,"#SBI has delivered a strong set of numbers in #Q1. The asset quality numbers remain at elevated levels yet the trend is in line with the industry 👇

What has happened on the bad loan segment? @Dinesh_Unni takes a look at the numbers: https://t.co/tfXN0AkWE9

@TheOfficialSBI",Negative
8/4/2021,"#EarningsWithMC: #SBI reported a 55.25% YoY jump in June quarter net profit at Rs 6,504 crore. Read more here ⤵️

@TheOfficialSBI #Earnings #Results #Q1 

https://t.co/fOF4zEDl4Q",Positive
8/3/2021,"#WATCH 📽️ Earnings Preview 💰How will Q1FY22 shape up for SBI &amp; Titan?: https://t.co/ItRu1IIsKH

#EarningswithMC #Q1FY22 @TheOfficialSBI #Titan https://t.co/yiYGcGiC1d",Neutral
8/1/2021,"#ICYMI: Can a bankrupt #VijayMallya still lead an affluent lifestyle? Can he still offer to pay back banks?

@Dinesh_Unni spoke to legal experts to understand the implications of the UK court order. Read: https://t.co/WlyxteKGKq

#KingfisherAirlines #SBI",Positive
7/31/2021,"#BREAKING | State Bank of India today said it has waived the processing fees on home loans till August 31: https://t.co/mupR0vqJT7

@TheOfficialSBI #SBI #HomeLoans #Waiver #NewsBreak #JustIn #BreakingNews",Neutral
7/30/2021,"#MarketsWeekly | ""We will be keenly watching SBI &amp; Tata Steel stocks as they will determine the aggregate #nifty performance too,"" @DuggadGautam tells @RaoKarunya

Tune in: https://t.co/pTnKFjIW7p
 #StockMarket #StocksInFocus #StocksToWatch @MotilalOswalLtd https://t.co/b1zhLb5d6n",Neutral
7/28/2021,"In a big win for Indian banks, London High Court recently declared Vijay Mallya bankrupt. 

#ICYMI: Read @Dinesh_Unni's June 23 report on another major victory for the #SBI-led bank consortium at https://t.co/t2w6FUFnjB
  
#VijayMallya #KingfisherAirlines",Positive
7/27/2021,"#MCProPanorama: It’s not going to be a straight upward line for the economy’s fortunes. But IPOs are having a field day. What is fuelling the trend? Also read Axis Bank, Tata Motors, L&amp;T, SBI Cards, The Green Pivot and many more. Compiled by @ravi_ananth 

https://t.co/g3q8mCeTwk",Positive
7/27/2021,"#MCPro | Chances are SBI Cards will not have to go through the FY21 pain all over again. Though the #Q1 didn’t have the fireworks, the signs of a sharp recovery are already there to see, writes @nehadave01.

#Earnings @SBICard_Connect #Economy 
https://t.co/HqQ98YShJF",Negative
7/27/2021,"Can a bankrupt #VijayMallya still lead an affluent lifestyle? Can he still offer to pay back banks?

@Dinesh_Unni spoke to legal experts to understand the implications of the UK court order. Read: https://t.co/agiACVUhKN

#KingfisherAirlines #SBI",Positive
7/27/2021,"In a big win for Indian banks, the London High Court on July 26 declared Vijay Mallya bankrupt.

The ruling will help the consortium of Indian banks to recover debt by seizing his India assets.

#VijayMallya #SBI #Kingfisher  
https://t.co/dRMCVPZ2dC",Positive
7/23/2021,"#EarningsWithMC: SBI Card reported a 22% decline in net profit to Rs 305 crore in the first quarter ended June 30. Read more 👇

#SBICard #Earnings #Business #Results 

https://t.co/8SIyiy3qGC",Positive
7/14/2021,"#MCPro | How is India’s #economy and the #banking sector placed after the #secondwave? Is credit growth up and running, what's the outlook for #SBI? 

In this interview with @RaoKarunya, @theofficialSBI Chairman Dinesh Kumar Khara answers all this &amp; more!
https://t.co/1T3bOqq63r",Positive
7/11/2021,".@SBIMF will distribute the fifth tranche of Rs 3,303 crore to unitholders of #FranklinTempleton Mutual Fund's six shuttered schemes during the week beginning tomorrow 👇

#MutualFunds #SBI 

https://t.co/MYOWmusG5U",Neutral
7/10/2021,"India may see the much-feared third wave of the pandemic from mid-August and the COVID-19 cases would peak in September, says SBI report.

@TheOfficialSBI #Coronavirus #COVID19 #Health #India #ThirdWave 

https://t.co/r7tsPk9Hc0",Neutral
7/9/2021,"#MarketsWeekly: Mahantesh Sabarad of SBI Cap Securities, joins @RaoKarunya, to talk about the overall market mood, with a special focus on auto, IT and metal stocks 👇

#Stocks #StockMarket #StocksToWatch 

https://t.co/U3MEywl8D6",Positive
7/9/2021,"#MarketsWeekly | And that's a wrap for Episode number 8 ✨Missed the chat with Mahantesh Sabarad of SBI Cap Securities? 

Catch the #highlights here ▶️ https://t.co/8mzXRSlBTS

#StockMarket #Stocks #SBICapSecuritie @TheOfficialSBI https://t.co/n97uQQ022N",Neutral
7/9/2021,"#MarketsWeekly | Profit warnings by Tata Motors, with respect to the #ChipShortage, comes as “surprising” Mahantesh Sabarad tells @RaoKarunya 
 
LIVE 👉https://t.co/8mzXRSlBTS
 
#StockMarket #Stocks #SBICapSecurities @TheOfficialSBI https://t.co/6QnJwV9o17",Positive
7/9/2021,"#MarketsWeekly |  Episode 8  is now LIVE 🔴 
@RaoKarunya converses with Mahantesh Sabarad of SBI Cap Securities to gain insight on #market trends this week.
 
LIVE 👉https://t.co/8mzXRSlBTS
 
#StockMarket #Stocks #SBICapSecurities @TheOfficialSBI https://t.co/fJfav57I0m",Positive
7/8/2021,"#ICYMI: @RBI on July 7 imposed monetary penalties on 14 banks including @bandhanbank_in, @BankofBaroda and @TheOfficialSBI for various rule violations.

Read: https://t.co/r74RHJO4g3 

#RBI #Banks",Neutral
7/8/2021,"Hackers, reportedly of Chinese origin, are brewing fresh trouble for the SBI by targeting users' bank accounts with phishing scams. 

@TheOfficialSBI #CyberSecurity #SBI #KYC 

https://t.co/ZpaBgtQLOZ",Positive
7/7/2021,"#ICYMI: India may see the much-feared third wave of the pandemic from mid-August and the COVID-19 cases would peak in September: SBI report.

#Coronavirus #COVID19 #Health #India #ThirdWave
https://t.co/r7tsPk9Hc0",Neutral
7/6/2021,"#SBI has notified vacancies for 6,100 posts for SBI Apprentice #Recruitment 2021. A note on who can apply: 

#Jobs #Hiring @TheOfficialSBI #Banking 
https://t.co/C8HuKu3jEd",Neutral
7/6/2021,"India may see the much-feared third wave of the pandemic from mid-August and the COVID-19 cases would peak in September, says SBI report ⤵️

@TheOfficialSBI #Coronavirus #COVID19 #Health #India #ThirdWave 

https://t.co/r7tsPk9Hc0",Neutral
7/2/2021,"India’s consumer spending is expected to grow at around 9.1 % in 2021. @ira_puranik looks into the #SBI Consumption ETF: https://t.co/gRUXZo7Dw6 

@TheOfficialSBI #ETFInvesting",Negative
7/1/2021,"With the senior citizen special FD scheme offered by banks extending till September 2021, here are alternatives that senior citizenry can explore 

(by @ira_puranik) #SBI #BankOfBaroda #seniorCitizen 
https://t.co/RUxc9TbNPN",Positive
7/1/2021,"With a revision in #ATM withdrawal and #cheque leaf charges enforceable starting today, account holders of private &amp; public sector banks will be impacted. Check out major changes here: via @ira_puranik⤵️

https://t.co/6BBYr5UNlw

@TheOfficialSBI @AxisBank",Positive
6/30/2021,"Banks are hiking service fees across segments including ATM withdrawals. What is interchange fee and how does it work? 🧐 @ShritamaBose explains ⤵️

@TheOfficialSBI @RBI #SBI #RBI

https://t.co/tBPg7mdDoo",Neutral
6/29/2021,".@SBIMF today announced the launch of #SBI ETF  Consumption, an open-ended scheme that would track the #Nifty India Consumption Index. 

#SBI #MutualFund 

https://t.co/ZfFxMzIS1t",Neutral
6/29/2021,"SBI will levy charges for cash withdrawal beyond four free transactions in a month from customers holding BSBD accounts. Read more ⤵️

@TheOfficialSBI #SBI #Banks 

https://t.co/AEpdN64XOF",Positive
6/25/2021,"SBI has divested its stake in non-core assets &amp; invested nearly Rs 600 crore in private equity and alternative investment funds, it's chairman Dinesh Kumar Khara said
https://t.co/2C190M0VQB

@TheOfficialSBI #SBI #Equity",Positive
6/24/2021,"SBI today said it has launched a new business loan product targeted at the healthcare sector. Loans of up to Rs two crore will be covered under the credit guarantee scheme and will not require any collateral. 
https://t.co/TxfKsQ3ECF

@TheOfficialSBI #HealthCare #Loans",Positive
6/23/2021,"Vijay Mallya Case: Banks have finally managed to make some meaningful recovery from the elusive baron. Why banks took so long? 🤔 @Dinesh_Unni explains ⤵️

@TheOfficialSBI #SBI #VijayMallya #Kingfisher

https://t.co/Xoiw6Lr9XW",Positive
6/20/2021,"#MCExclusive | Baba Ramdev's brother, Balkrishna gave personal guarantees to @TheOfficialSBI, others for a loan to fund @PypAyurved's Ruchi Soya acquisition.  
@Dinesh_Unni &amp; @ravi_ananth bring you all the details 

https://t.co/1INZbNG7hf",Neutral
6/18/2021,"#MCExclusive: Baba Ramdev's brother, Balkrishna gave personal guarantees to @TheOfficialSBI, others for a loan to fund @PypAyurved's Ruchi Soya acquisition.  @Dinesh_Unni &amp; @ravi_ananth bring you all the details 

https://t.co/EYEVCA454m.",Neutral
6/18/2021,"#MCExclusive: Baba Ramdev's brother, Balkrishna gave personal guarantees to @TheOfficialSBI, others for a loan to fund @PypAyurved's Ruchi Soya acquisition. @Dinesh_Unni &amp; @ravi_ananth bring you all the details. 

https://t.co/EYEVCA454m",Neutral
6/16/2021,"#ICYMI: SBI Mutual Fund on June 14 picked up 1.16% equity stake in V-Guard Industries, while Marina Holdco offloaded nearly half of its stake in Zensar Technologies. 

#BulkDeals #StockstoWatch 
https://t.co/HZG55SzBfK",Negative
6/14/2021,"This bank beat SBI, HDFC &amp; ICICI to emerge at the top of Forbes' 'World's Best Banks' list in India. Find out at: https://t.co/brydzK4kZH 

#Banks @TheOfficialSBI @HDFC_Bank @ICICIBank",Positive
6/14/2021,"#MCPersonalFinance | In conversation with 
@VatsalaKamat, Dinesh Balachandran, fund manager of SBI Contra Fund, explains how he identifies stocks and sectors that are out of favour. Read on https://t.co/1kmWdODGc2

@SBIMF #MutualFund #Investment #StockstoWatch #Stocks @kayezad",Neutral
6/14/2021,"#MCPersonalFinance | Dinesh Balachandran, fund manager of SBI Contra Fund to @VatsalaKamat on the importance of macroeconomic factors. Read on 

https://t.co/1kmWdODGc2
@SBIMF #MutualFund #Investment #StockstoWatch #Stocks | @kayezad https://t.co/dkfSf3CFAR",Neutral
6/14/2021,"#MCPersonalFinance | In conversation with @VatsalaKamat, Dinesh Balachandran, fund manager of SBI Contra Fund, explains how he identifies stocks and sectors that are out of favour. Read on 
https://t.co/1kmWdODGc2

@SBIMF #MutualFund #Investment #StockstoWatch #Stocks | @kayezad https://t.co/mcVdubV79M",Neutral
6/14/2021,"#MCPersonalFinance | In conversation with @VatsalaKamat, Dinesh Balachandran, fund manager of SBI Contra Fund, explains how he identifies stocks and sectors that are out of favour. Read on https://t.co/YOSxdLnF0n

@SBIMF #MutualFund #Investment #StockstoWatch #Stocks @kayezad",Neutral
6/12/2021,"This bank beat SBI, HDFC &amp; ICICI to top Forbes' 'World's Best Banks' list in India. Find out at: https://t.co/zMNK095m3n 

#Banks @TheOfficialSBI @HDFC_Bank @ICICIBank https://t.co/Cc3MyMi7kC",Positive
6/11/2021,"#NewsAlert: @TheOfficialSBI has launched the ‘kavach personal loan’ scheme for #COVID19 patients. Here's all you need to know 👇 

#SBI #Coronavirus #COVID19India 

https://t.co/hhQfWtnp8B",Neutral
6/7/2021,"SBI has intimated account holders to link their PAN-Aadhaar card by June 30 or face difficulty in enjoying a seamless banking experience. Here's a step-by-step guide: https://t.co/lEXwThxpfq

@UIDAI @TheOfficialSBI #SBI #PANcard #AadhaarCard",Positive
6/5/2021,"#MCPersonalFinance: @theofficialSBI, @ICICIBank, @HDFC_Bank and @KotakBankLtd offer FD tenures ranging from 7 days to 10 years. Check out interest rates here: https://t.co/SJRwRUy7K6

#FixedDeposit #savings #PersonalFinance",Neutral
6/2/2021,"#CryptoWithMC: Leading banks such as SBI, HDFC Bank, Axis Bank &amp; ICICI Bank unlikely to resume services related to trading immediately 👇

#Crypto #Cryptocurrency #Banks @TheOfficialSBI @HDFC_Bank @AxisBank @ICICIBank 

https://t.co/M4SxEyGRe6",Negative
6/1/2021,"Major banks like HDFC &amp; SBI say users dealing in cryptocurrencies may face account suspension. Read more: https://t.co/90NQYfWdr3

@HDFC_Bank @TheOfficialSBI #CryptowithMC #Bitcoin #CryptoNews #RBI",Positive
6/1/2021,"#MCPersonalFinance: SBI's six golden reasons to subscribe the third tranche of Sovereign Gold Bond Scheme 2021-22 ⤵️

@TheOfficialSBI #PersonalFinance #SBI @kayezad 

https://t.co/QFpY7Y1zpC",Positive
5/31/2021,"SBI puts up two corporate NPAs worth Rs 409.45 crore for sale to asset reconstruction companies. @ShritamaBose writes ⤵️

https://t.co/FknRtnDHQE

@TheOfficialSBI #SBI #ARC #NPA",Positive
5/31/2021,"Major banks like HDFC &amp; SBI say users dealing in cryptocurrencies may face account suspension. Read more: https://t.co/6F8Qxfjp8r

@HDFC_Bank @TheOfficialSBI #CryptowithMC #Bitcoin #CryptoNews #RBI",Positive
5/31/2021,".@theofficialSBI, @ICICIBank, @HDFC_Bank and @KotakBankLtd offer FD tenures ranging from 7 days to 10 years. Check out interest rates here: https://t.co/uW1VtwenuY

#fixeddeposit #savings #personalfinance",Neutral
5/31/2021,"SBI increases ceiling for cash withdrawal by customers at non-home branches. Details here: https://t.co/qtui4hWVXe 

@TheOfficialSBI #COVID19 #Banking",Neutral
5/30/2021,"#WATCH ⚡️In Ideas for Profit, @RaoKarunya discusses SBI's stellar asset quality at the end of FY21. Can the stock rally more?

@TheOfficialSBI #MarketswithMC #StocksTowatch #StockMarkets #IdeasForProfit 💸 ✨ https://t.co/9OSI2a9mNT",Positive
5/30/2021,"#WATCH ⚡️In Ideas for Profit, @RaoKarunya discusses SBI's stellar asset quality at the end of FY21. Can the stock rally more?

@TheOfficialSBI #MarketswithMC #StocksTowatch #StockMarkets #IdeasForProfit 💸 ✨

https://t.co/dg2OgcyQW5",Positive
5/28/2021,"#MarketsWithMC: ""Nifty to move towards 15,650 and then 16,000. ICICI Bank and SBI will be the stocks to watch in this up move,"" says Gautam Shah.

(via @CNBCTV18News ) #Stocks #StocksToWatch @ICICIBank @TheOfficialSBI 

https://t.co/5Y5WJnWOI2",Neutral
5/28/2021,"Rakesh Jhunjhunwala expects PSU banking stocks to lead economic recovery post-pandemic amid a rise in credit growth. What are his preferences- Canara Bank &amp; State SBI. Read more: https://t.co/C7o8wFqZ3M

@canarabank @TheOfficialSBI #RakeshJhunjhunwala | @PoddarNisha",Positive
5/27/2021,"#EXCLUSIVE: ""Investments in SBI, @canarabank, very bullish on PSU banks"", says Big Bull', #RakeshJhunjhunwala had to say about #markets in conversation with @PoddarNisha. 

🗣️✨For the full interview, tune in to #Facebook &amp; YouTube: https://t.co/JLPuaYiuJS

#Stocks #StockMarket https://t.co/prMNYjSXgd",Positive
